identifier,first_name,last_name,sitting_days_attendance,other_days_attendance,year,iso_sitting_days_attendance,iso_other_days_attendance
Ahearn_Garret,Garret,Ahearn,22/01/2024,02/01/2024,2024,2024-01-22,2024-01-02
Ahearn_Garret,Garret,Ahearn,23/01/2024,03/01/2024,2024,2024-01-23,2024-01-03
Ahearn_Garret,Garret,Ahearn,24/01/2024,09/01/2024,2024,2024-01-24,2024-01-09
Ahearn_Garret,Garret,Ahearn,30/01/2024,10/01/2024,2024,2024-01-30,2024-01-10
Ahearn_Garret,Garret,Ahearn,31/01/2024,12/01/2024,2024,2024-01-31,2024-01-12
Ahearn_Garret,Garret,Ahearn,01/02/2024,16/01/2024,2024,2024-02-01,2024-01-16
Ahearn_Garret,Garret,Ahearn,07/02/2024,17/01/2024,2024,2024-02-07,2024-01-17
Ahearn_Garret,Garret,Ahearn,08/02/2024,25/01/2024,2024,2024-02-08,2024-01-25
Ahearn_Garret,Garret,Ahearn,13/02/2024,06/02/2024,2024,2024-02-13,2024-02-06
Ahearn_Garret,Garret,Ahearn,14/02/2024,29/02/2024,2024,2024-02-14,2024-02-29
Ahearn_Garret,Garret,Ahearn,15/02/2024,,2024,2024-02-15,
Ahearn_Garret,Garret,Ahearn,20/02/2024,,2024,2024-02-20,
Ahearn_Garret,Garret,Ahearn,21/02/2024,,2024,2024-02-21,
Ahearn_Garret,Garret,Ahearn,27/02/2024,,2024,2024-02-27,
Ahearn_Garret,Garret,Ahearn,28/02/2024,,2024,2024-02-28,
Ardagh_Catherine,Catherine,Ardagh,22/01/2024,11/01/2024,2024,2024-01-22,2024-01-11
Ardagh_Catherine,Catherine,Ardagh,23/01/2024,16/01/2024,2024,2024-01-23,2024-01-16
Ardagh_Catherine,Catherine,Ardagh,24/01/2024,18/01/2024,2024,2024-01-24,2024-01-18
Ardagh_Catherine,Catherine,Ardagh,31/01/2024,19/01/2024,2024,2024-01-31,2024-01-19
Ardagh_Catherine,Catherine,Ardagh,01/02/2024,25/01/2024,2024,2024-02-01,2024-01-25
Ardagh_Catherine,Catherine,Ardagh,07/02/2024,26/01/2024,2024,2024-02-07,2024-01-26
Ardagh_Catherine,Catherine,Ardagh,08/02/2024,29/01/2024,2024,2024-02-08,2024-01-29
Ardagh_Catherine,Catherine,Ardagh,13/02/2024,29/02/2024,2024,2024-02-13,2024-02-29
Ardagh_Catherine,Catherine,Ardagh,14/02/2024,,2024,2024-02-14,
Ardagh_Catherine,Catherine,Ardagh,20/02/2024,,2024,2024-02-20,
Ardagh_Catherine,Catherine,Ardagh,21/02/2024,,2024,2024-02-21,
Ardagh_Catherine,Catherine,Ardagh,27/02/2024,,2024,2024-02-27,
Black_Frances,Frances,Black,23/01/2024,09/01/2024,2024,2024-01-23,2024-01-09
Black_Frances,Frances,Black,24/01/2024,15/01/2024,2024,2024-01-24,2024-01-15
Black_Frances,Frances,Black,30/01/2024,16/01/2024,2024,2024-01-30,2024-01-16
Black_Frances,Frances,Black,31/01/2024,17/01/2024,2024,2024-01-31,2024-01-17
Black_Frances,Frances,Black,01/02/2024,18/01/2024,2024,2024-02-01,2024-01-18
Black_Frances,Frances,Black,07/02/2024,25/01/2024,2024,2024-02-07,2024-01-25
Black_Frances,Frances,Black,08/02/2024,06/02/2024,2024,2024-02-08,2024-02-06
Black_Frances,Frances,Black,20/02/2024,09/02/2024,2024,2024-02-20,2024-02-09
Black_Frances,Frances,Black,21/02/2024,26/02/2024,2024,2024-02-21,2024-02-26
Black_Frances,Frances,Black,27/02/2024,29/02/2024,2024,2024-02-27,2024-02-29
Black_Frances,Frances,Black,28/02/2024,,2024,2024-02-28,
Blaney_Niall,Niall,Blaney,31/01/2024,03/01/2024,2024,2024-01-31,2024-01-03
Blaney_Niall,Niall,Blaney,01/02/2024,09/02/2024,2024,2024-02-01,2024-02-09
Blaney_Niall,Niall,Blaney,07/02/2024,23/02/2024,2024,2024-02-07,2024-02-23
Blaney_Niall,Niall,Blaney,08/02/2024,26/02/2024,2024,2024-02-08,2024-02-26
Blaney_Niall,Niall,Blaney,13/02/2024,29/02/2024,2024,2024-02-13,2024-02-29
Blaney_Niall,Niall,Blaney,14/02/2024,,2024,2024-02-14,
Blaney_Niall,Niall,Blaney,15/02/2024,,2024,2024-02-15,
Blaney_Niall,Niall,Blaney,21/02/2024,,2024,2024-02-21,
Blaney_Niall,Niall,Blaney,22/02/2024,,2024,2024-02-22,
Blaney_Niall,Niall,Blaney,27/02/2024,,2024,2024-02-27,
Blaney_Niall,Niall,Blaney,28/02/2024,,2024,2024-02-28,
Boyhan_Victor,Victor,Boyhan,22/01/2024,04/01/2024,2024,2024-01-22,2024-01-04
Boyhan_Victor,Victor,Boyhan,23/01/2024,05/01/2024,2024,2024-01-23,2024-01-05
Boyhan_Victor,Victor,Boyhan,24/01/2024,08/01/2024,2024,2024-01-24,2024-01-08
Boyhan_Victor,Victor,Boyhan,30/01/2024,09/01/2024,2024,2024-01-30,2024-01-09
Boyhan_Victor,Victor,Boyhan,31/01/2024,10/01/2024,2024,2024-01-31,2024-01-10
Boyhan_Victor,Victor,Boyhan,01/02/2024,11/01/2024,2024,2024-02-01,2024-01-11
Boyhan_Victor,Victor,Boyhan,07/02/2024,12/01/2024,2024,2024-02-07,2024-01-12
Boyhan_Victor,Victor,Boyhan,13/02/2024,17/01/2024,2024,2024-02-13,2024-01-17
Boyhan_Victor,Victor,Boyhan,14/02/2024,19/01/2024,2024,2024-02-14,2024-01-19
Boyhan_Victor,Victor,Boyhan,15/02/2024,25/01/2024,2024,2024-02-15,2024-01-25
Boyhan_Victor,Victor,Boyhan,20/02/2024,29/01/2024,2024,2024-02-20,2024-01-29
Boyhan_Victor,Victor,Boyhan,21/02/2024,02/02/2024,2024,2024-02-21,2024-02-02
Boyhan_Victor,Victor,Boyhan,22/02/2024,09/02/2024,2024,2024-02-22,2024-02-09
Boyhan_Victor,Victor,Boyhan,27/02/2024,12/02/2024,2024,2024-02-27,2024-02-12
Boyhan_Victor,Victor,Boyhan,28/02/2024,16/02/2024,2024,2024-02-28,2024-02-16
Boyhan_Victor,Victor,Boyhan,,23/02/2024,2024,,2024-02-23
Boyhan_Victor,Victor,Boyhan,,26/02/2024,2024,,2024-02-26
Boyhan_Victor,Victor,Boyhan,,29/02/2024,2024,,2024-02-29
Boylan_Lynn,Lynn,Boylan,22/01/2024,16/01/2024,2024,2024-01-22,2024-01-16
Boylan_Lynn,Lynn,Boylan,23/01/2024,17/01/2024,2024,2024-01-23,2024-01-17
Boylan_Lynn,Lynn,Boylan,24/01/2024,25/01/2024,2024,2024-01-24,2024-01-25
Boylan_Lynn,Lynn,Boylan,30/01/2024,02/02/2024,2024,2024-01-30,2024-02-02
Boylan_Lynn,Lynn,Boylan,31/01/2024,06/02/2024,2024,2024-01-31,2024-02-06
Boylan_Lynn,Lynn,Boylan,01/02/2024,12/02/2024,2024,2024-02-01,2024-02-12
Boylan_Lynn,Lynn,Boylan,07/02/2024,29/02/2024,2024,2024-02-07,2024-02-29
Boylan_Lynn,Lynn,Boylan,08/02/2024,,2024,2024-02-08,
Boylan_Lynn,Lynn,Boylan,13/02/2024,,2024,2024-02-13,
Boylan_Lynn,Lynn,Boylan,14/02/2024,,2024,2024-02-14,
Boylan_Lynn,Lynn,Boylan,15/02/2024,,2024,2024-02-15,
Boylan_Lynn,Lynn,Boylan,20/02/2024,,2024,2024-02-20,
Boylan_Lynn,Lynn,Boylan,21/02/2024,,2024,2024-02-21,
Boylan_Lynn,Lynn,Boylan,22/02/2024,,2024,2024-02-22,
Boylan_Lynn,Lynn,Boylan,27/02/2024,,2024,2024-02-27,
Boylan_Lynn,Lynn,Boylan,28/02/2024,,2024,2024-02-28,
Burke_Paddy,Paddy,Burke,22/01/2024,15/01/2024,2024,2024-01-22,2024-01-15
Burke_Paddy,Paddy,Burke,23/01/2024,16/01/2024,2024,2024-01-23,2024-01-16
Burke_Paddy,Paddy,Burke,24/01/2024,17/01/2024,2024,2024-01-24,2024-01-17
Burke_Paddy,Paddy,Burke,30/01/2024,18/01/2024,2024,2024-01-30,2024-01-18
Burke_Paddy,Paddy,Burke,31/01/2024,19/01/2024,2024,2024-01-31,2024-01-19
Burke_Paddy,Paddy,Burke,01/02/2024,25/01/2024,2024,2024-02-01,2024-01-25
Burke_Paddy,Paddy,Burke,13/02/2024,26/01/2024,2024,2024-02-13,2024-01-26
Burke_Paddy,Paddy,Burke,14/02/2024,29/01/2024,2024,2024-02-14,2024-01-29
Burke_Paddy,Paddy,Burke,15/02/2024,02/02/2024,2024,2024-02-15,2024-02-02
Burke_Paddy,Paddy,Burke,,16/02/2024,2024,,2024-02-16
Buttimer_Jerry,Jerry,Buttimer,22/01/2024,03/01/2024,2024,2024-01-22,2024-01-03
Buttimer_Jerry,Jerry,Buttimer,23/01/2024,04/01/2024,2024,2024-01-23,2024-01-04
Buttimer_Jerry,Jerry,Buttimer,24/01/2024,16/01/2024,2024,2024-01-24,2024-01-16
Buttimer_Jerry,Jerry,Buttimer,30/01/2024,17/01/2024,2024,2024-01-30,2024-01-17
Buttimer_Jerry,Jerry,Buttimer,31/01/2024,19/01/2024,2024,2024-01-31,2024-01-19
Buttimer_Jerry,Jerry,Buttimer,01/02/2024,06/02/2024,2024,2024-02-01,2024-02-06
Buttimer_Jerry,Jerry,Buttimer,07/02/2024,29/02/2024,2024,2024-02-07,2024-02-29
Buttimer_Jerry,Jerry,Buttimer,13/02/2024,,2024,2024-02-13,
Buttimer_Jerry,Jerry,Buttimer,14/02/2024,,2024,2024-02-14,
Buttimer_Jerry,Jerry,Buttimer,15/02/2024,,2024,2024-02-15,
Buttimer_Jerry,Jerry,Buttimer,20/02/2024,,2024,2024-02-20,
Buttimer_Jerry,Jerry,Buttimer,21/02/2024,,2024,2024-02-21,
Buttimer_Jerry,Jerry,Buttimer,22/02/2024,,2024,2024-02-22,
Buttimer_Jerry,Jerry,Buttimer,27/02/2024,,2024,2024-02-27,
Buttimer_Jerry,Jerry,Buttimer,28/02/2024,,2024,2024-02-28,
Byrne_Malcolm,Malcolm,Byrne,23/01/2024,11/01/2024,2024,2024-01-23,2024-01-11
Byrne_Malcolm,Malcolm,Byrne,24/01/2024,17/01/2024,2024,2024-01-24,2024-01-17
Byrne_Malcolm,Malcolm,Byrne,30/01/2024,18/01/2024,2024,2024-01-30,2024-01-18
Byrne_Malcolm,Malcolm,Byrne,31/01/2024,,2024,2024-01-31,
Byrne_Malcolm,Malcolm,Byrne,01/02/2024,,2024,2024-02-01,
Byrne_Malcolm,Malcolm,Byrne,07/02/2024,,2024,2024-02-07,
Byrne_Malcolm,Malcolm,Byrne,08/02/2024,,2024,2024-02-08,
Byrne_Malcolm,Malcolm,Byrne,13/02/2024,,2024,2024-02-13,
Byrne_Malcolm,Malcolm,Byrne,14/02/2024,,2024,2024-02-14,
Byrne_Malcolm,Malcolm,Byrne,15/02/2024,,2024,2024-02-15,
Byrne_Malcolm,Malcolm,Byrne,20/02/2024,,2024,2024-02-20,
Byrne_Malcolm,Malcolm,Byrne,21/02/2024,,2024,2024-02-21,
Byrne_Malcolm,Malcolm,Byrne,22/02/2024,,2024,2024-02-22,
Byrne_Malcolm,Malcolm,Byrne,27/02/2024,,2024,2024-02-27,
Byrne_Malcolm,Malcolm,Byrne,28/02/2024,,2024,2024-02-28,
Byrne_Maria,Maria,Byrne,22/01/2024,02/01/2024,2024,2024-01-22,2024-01-02
Byrne_Maria,Maria,Byrne,23/01/2024,03/01/2024,2024,2024-01-23,2024-01-03
Byrne_Maria,Maria,Byrne,24/01/2024,04/01/2024,2024,2024-01-24,2024-01-04
Byrne_Maria,Maria,Byrne,30/01/2024,05/01/2024,2024,2024-01-30,2024-01-05
Byrne_Maria,Maria,Byrne,31/01/2024,08/01/2024,2024,2024-01-31,2024-01-08
Byrne_Maria,Maria,Byrne,07/02/2024,25/01/2024,2024,2024-02-07,2024-01-25
Byrne_Maria,Maria,Byrne,08/02/2024,06/02/2024,2024,2024-02-08,2024-02-06
Byrne_Maria,Maria,Byrne,13/02/2024,29/02/2024,2024,2024-02-13,2024-02-29
Byrne_Maria,Maria,Byrne,14/02/2024,,2024,2024-02-14,
Byrne_Maria,Maria,Byrne,15/02/2024,,2024,2024-02-15,
Byrne_Maria,Maria,Byrne,20/02/2024,,2024,2024-02-20,
Byrne_Maria,Maria,Byrne,21/02/2024,,2024,2024-02-21,
Byrne_Maria,Maria,Byrne,22/02/2024,,2024,2024-02-22,
Byrne_Maria,Maria,Byrne,27/02/2024,,2024,2024-02-27,
Byrne_Maria,Maria,Byrne,28/02/2024,,2024,2024-02-28,
Carrigy_Michéal,Michéal,Carrigy,22/01/2024,02/01/2024,2024,2024-01-22,2024-01-02
Carrigy_Michéal,Michéal,Carrigy,23/01/2024,03/01/2024,2024,2024-01-23,2024-01-03
Carrigy_Michéal,Michéal,Carrigy,24/01/2024,09/01/2024,2024,2024-01-24,2024-01-09
Carrigy_Michéal,Michéal,Carrigy,30/01/2024,12/01/2024,2024,2024-01-30,2024-01-12
Carrigy_Michéal,Michéal,Carrigy,31/01/2024,16/01/2024,2024,2024-01-31,2024-01-16
Carrigy_Michéal,Michéal,Carrigy,01/02/2024,17/01/2024,2024,2024-02-01,2024-01-17
Carrigy_Michéal,Michéal,Carrigy,07/02/2024,18/01/2024,2024,2024-02-07,2024-01-18
Carrigy_Michéal,Michéal,Carrigy,08/02/2024,25/01/2024,2024,2024-02-08,2024-01-25
Carrigy_Michéal,Michéal,Carrigy,13/02/2024,09/02/2024,2024,2024-02-13,2024-02-09
Carrigy_Michéal,Michéal,Carrigy,14/02/2024,29/02/2024,2024,2024-02-14,2024-02-29
Carrigy_Michéal,Michéal,Carrigy,15/02/2024,,2024,2024-02-15,
Carrigy_Michéal,Michéal,Carrigy,21/02/2024,,2024,2024-02-21,
Carrigy_Michéal,Michéal,Carrigy,22/02/2024,,2024,2024-02-22,
Carrigy_Michéal,Michéal,Carrigy,27/02/2024,,2024,2024-02-27,
Carrigy_Michéal,Michéal,Carrigy,28/02/2024,,2024,2024-02-28,
Casey_Pat,Pat,Casey,22/01/2024,02/01/2024,2024,2024-01-22,2024-01-02
Casey_Pat,Pat,Casey,23/01/2024,04/01/2024,2024,2024-01-23,2024-01-04
Casey_Pat,Pat,Casey,24/01/2024,05/01/2024,2024,2024-01-24,2024-01-05
Casey_Pat,Pat,Casey,30/01/2024,08/01/2024,2024,2024-01-30,2024-01-08
Casey_Pat,Pat,Casey,31/01/2024,10/01/2024,2024,2024-01-31,2024-01-10
Casey_Pat,Pat,Casey,01/02/2024,16/01/2024,2024,2024-02-01,2024-01-16
Casey_Pat,Pat,Casey,07/02/2024,17/01/2024,2024,2024-02-07,2024-01-17
Casey_Pat,Pat,Casey,08/02/2024,18/01/2024,2024,2024-02-08,2024-01-18
Casey_Pat,Pat,Casey,13/02/2024,25/01/2024,2024,2024-02-13,2024-01-25
Casey_Pat,Pat,Casey,14/02/2024,29/02/2024,2024,2024-02-14,2024-02-29
Casey_Pat,Pat,Casey,15/02/2024,,2024,2024-02-15,
Casey_Pat,Pat,Casey,20/02/2024,,2024,2024-02-20,
Casey_Pat,Pat,Casey,21/02/2024,,2024,2024-02-21,
Casey_Pat,Pat,Casey,22/02/2024,,2024,2024-02-22,
Casey_Pat,Pat,Casey,27/02/2024,,2024,2024-02-27,
Casey_Pat,Pat,Casey,28/02/2024,,2024,2024-02-28,
Cassells_Shane,Shane,Cassells,22/01/2024,04/01/2024,2024,2024-01-22,2024-01-04
Cassells_Shane,Shane,Cassells,23/01/2024,10/01/2024,2024,2024-01-23,2024-01-10
Cassells_Shane,Shane,Cassells,24/01/2024,11/01/2024,2024,2024-01-24,2024-01-11
Cassells_Shane,Shane,Cassells,30/01/2024,17/01/2024,2024,2024-01-30,2024-01-17
Cassells_Shane,Shane,Cassells,31/01/2024,18/01/2024,2024,2024-01-31,2024-01-18
Cassells_Shane,Shane,Cassells,01/02/2024,25/01/2024,2024,2024-02-01,2024-01-25
Cassells_Shane,Shane,Cassells,07/02/2024,02/02/2024,2024,2024-02-07,2024-02-02
Cassells_Shane,Shane,Cassells,08/02/2024,09/02/2024,2024,2024-02-08,2024-02-09
Cassells_Shane,Shane,Cassells,13/02/2024,29/02/2024,2024,2024-02-13,2024-02-29
Cassells_Shane,Shane,Cassells,14/02/2024,,2024,2024-02-14,
Cassells_Shane,Shane,Cassells,15/02/2024,,2024,2024-02-15,
Cassells_Shane,Shane,Cassells,20/02/2024,,2024,2024-02-20,
Cassells_Shane,Shane,Cassells,27/02/2024,,2024,2024-02-27,
Cassells_Shane,Shane,Cassells,28/02/2024,,2024,2024-02-28,
Chambers_Lisa,Lisa,Chambers,22/01/2024,05/01/2024,2024,2024-01-22,2024-01-05
Chambers_Lisa,Lisa,Chambers,23/01/2024,11/01/2024,2024,2024-01-23,2024-01-11
Chambers_Lisa,Lisa,Chambers,24/01/2024,12/01/2024,2024,2024-01-24,2024-01-12
Chambers_Lisa,Lisa,Chambers,31/01/2024,15/01/2024,2024,2024-01-31,2024-01-15
Chambers_Lisa,Lisa,Chambers,07/02/2024,16/01/2024,2024,2024-02-07,2024-01-16
Chambers_Lisa,Lisa,Chambers,08/02/2024,17/01/2024,2024,2024-02-08,2024-01-17
Chambers_Lisa,Lisa,Chambers,13/02/2024,25/01/2024,2024,2024-02-13,2024-01-25
Chambers_Lisa,Lisa,Chambers,14/02/2024,26/01/2024,2024,2024-02-14,2024-01-26
Chambers_Lisa,Lisa,Chambers,15/02/2024,29/02/2024,2024,2024-02-15,2024-02-29
Chambers_Lisa,Lisa,Chambers,21/02/2024,,2024,2024-02-21,
Chambers_Lisa,Lisa,Chambers,22/02/2024,,2024,2024-02-22,
Chambers_Lisa,Lisa,Chambers,27/02/2024,,2024,2024-02-27,
Chambers_Lisa,Lisa,Chambers,28/02/2024,,2024,2024-02-28,
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,22/01/2024,10/01/2024,2024,2024-01-22,2024-01-10
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,30/01/2024,11/01/2024,2024,2024-01-30,2024-01-11
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,07/02/2024,12/01/2024,2024,2024-02-07,2024-01-12
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,13/02/2024,15/01/2024,2024,2024-02-13,2024-01-15
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,14/02/2024,16/01/2024,2024,2024-02-14,2024-01-16
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,20/02/2024,17/01/2024,2024,2024-02-20,2024-01-17
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,21/02/2024,18/01/2024,2024,2024-02-21,2024-01-18
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,28/02/2024,26/01/2024,2024,2024-02-28,2024-01-26
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,,29/01/2024,2024,,2024-01-29
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,,06/02/2024,2024,,2024-02-06
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,,16/02/2024,2024,,2024-02-16
Clifford-Lee_Lorraine,Lorraine,Clifford-Lee,,26/02/2024,2024,,2024-02-26
Clonan_Tom,Tom,Clonan,22/01/2024,02/01/2024,2024,2024-01-22,2024-01-02
Clonan_Tom,Tom,Clonan,23/01/2024,03/01/2024,2024,2024-01-23,2024-01-03
Clonan_Tom,Tom,Clonan,24/01/2024,04/01/2024,2024,2024-01-24,2024-01-04
Clonan_Tom,Tom,Clonan,30/01/2024,05/01/2024,2024,2024-01-30,2024-01-05
Clonan_Tom,Tom,Clonan,31/01/2024,08/01/2024,2024,2024-01-31,2024-01-08
Clonan_Tom,Tom,Clonan,01/02/2024,09/01/2024,2024,2024-02-01,2024-01-09
Clonan_Tom,Tom,Clonan,07/02/2024,10/01/2024,2024,2024-02-07,2024-01-10
Clonan_Tom,Tom,Clonan,08/02/2024,15/01/2024,2024,2024-02-08,2024-01-15
Clonan_Tom,Tom,Clonan,13/02/2024,16/01/2024,2024,2024-02-13,2024-01-16
Clonan_Tom,Tom,Clonan,14/02/2024,17/01/2024,2024,2024-02-14,2024-01-17
Clonan_Tom,Tom,Clonan,15/02/2024,18/01/2024,2024,2024-02-15,2024-01-18
Clonan_Tom,Tom,Clonan,27/02/2024,19/01/2024,2024,2024-02-27,2024-01-19
Clonan_Tom,Tom,Clonan,28/02/2024,25/01/2024,2024,2024-02-28,2024-01-25
Clonan_Tom,Tom,Clonan,,26/01/2024,2024,,2024-01-26
Clonan_Tom,Tom,Clonan,,29/01/2024,2024,,2024-01-29
Clonan_Tom,Tom,Clonan,,02/02/2024,2024,,2024-02-02
Clonan_Tom,Tom,Clonan,,06/02/2024,2024,,2024-02-06
Clonan_Tom,Tom,Clonan,,12/02/2024,2024,,2024-02-12
Clonan_Tom,Tom,Clonan,,19/02/2024,2024,,2024-02-19
Clonan_Tom,Tom,Clonan,,26/02/2024,2024,,2024-02-26
Clonan_Tom,Tom,Clonan,,29/02/2024,2024,,2024-02-29
Conway_Martin,Martin,Conway,22/01/2024,05/01/2024,2024,2024-01-22,2024-01-05
Conway_Martin,Martin,Conway,23/01/2024,08/01/2024,2024,2024-01-23,2024-01-08
Conway_Martin,Martin,Conway,24/01/2024,09/01/2024,2024,2024-01-24,2024-01-09
Conway_Martin,Martin,Conway,30/01/2024,12/01/2024,2024,2024-01-30,2024-01-12
Conway_Martin,Martin,Conway,31/01/2024,16/01/2024,2024,2024-01-31,2024-01-16
Conway_Martin,Martin,Conway,01/02/2024,17/01/2024,2024,2024-02-01,2024-01-17
Conway_Martin,Martin,Conway,07/02/2024,25/01/2024,2024,2024-02-07,2024-01-25
Conway_Martin,Martin,Conway,08/02/2024,06/02/2024,2024,2024-02-08,2024-02-06
Conway_Martin,Martin,Conway,13/02/2024,09/02/2024,2024,2024-02-13,2024-02-09
Conway_Martin,Martin,Conway,14/02/2024,12/02/2024,2024,2024-02-14,2024-02-12
Conway_Martin,Martin,Conway,15/02/2024,19/02/2024,2024,2024-02-15,2024-02-19
Conway_Martin,Martin,Conway,20/02/2024,29/02/2024,2024,2024-02-20,2024-02-29
Conway_Martin,Martin,Conway,21/02/2024,,2024,2024-02-21,
Conway_Martin,Martin,Conway,22/02/2024,,2024,2024-02-22,
Conway_Martin,Martin,Conway,27/02/2024,,2024,2024-02-27,
Conway_Martin,Martin,Conway,28/02/2024,,2024,2024-02-28,
Craughwell_Gerard,Gerard,Craughwell,22/01/2024,02/01/2024,2024,2024-01-22,2024-01-02
Craughwell_Gerard,Gerard,Craughwell,23/01/2024,03/01/2024,2024,2024-01-23,2024-01-03
Craughwell_Gerard,Gerard,Craughwell,24/01/2024,04/01/2024,2024,2024-01-24,2024-01-04
Craughwell_Gerard,Gerard,Craughwell,30/01/2024,12/01/2024,2024,2024-01-30,2024-01-12
Craughwell_Gerard,Gerard,Craughwell,31/01/2024,15/01/2024,2024,2024-01-31,2024-01-15
Craughwell_Gerard,Gerard,Craughwell,01/02/2024,16/01/2024,2024,2024-02-01,2024-01-16
Craughwell_Gerard,Gerard,Craughwell,07/02/2024,17/01/2024,2024,2024-02-07,2024-01-17
Craughwell_Gerard,Gerard,Craughwell,08/02/2024,18/01/2024,2024,2024-02-08,2024-01-18
Craughwell_Gerard,Gerard,Craughwell,13/02/2024,29/01/2024,2024,2024-02-13,2024-01-29
Craughwell_Gerard,Gerard,Craughwell,14/02/2024,02/02/2024,2024,2024-02-14,2024-02-02
Craughwell_Gerard,Gerard,Craughwell,15/02/2024,06/02/2024,2024,2024-02-15,2024-02-06
Craughwell_Gerard,Gerard,Craughwell,20/02/2024,09/02/2024,2024,2024-02-20,2024-02-09
Craughwell_Gerard,Gerard,Craughwell,21/02/2024,12/02/2024,2024,2024-02-21,2024-02-12
Craughwell_Gerard,Gerard,Craughwell,22/02/2024,19/02/2024,2024,2024-02-22,2024-02-19
Craughwell_Gerard,Gerard,Craughwell,27/02/2024,26/02/2024,2024,2024-02-27,2024-02-26
Craughwell_Gerard,Gerard,Craughwell,28/02/2024,29/02/2024,2024,2024-02-28,2024-02-29
Crowe_Ollie,Ollie,Crowe,22/01/2024,17/01/2024,2024,2024-01-22,2024-01-17
Crowe_Ollie,Ollie,Crowe,23/01/2024,18/01/2024,2024,2024-01-23,2024-01-18
Crowe_Ollie,Ollie,Crowe,24/01/2024,25/01/2024,2024,2024-01-24,2024-01-25
Crowe_Ollie,Ollie,Crowe,30/01/2024,29/02/2024,2024,2024-01-30,2024-02-29
Crowe_Ollie,Ollie,Crowe,31/01/2024,,2024,2024-01-31,
Crowe_Ollie,Ollie,Crowe,01/02/2024,,2024,2024-02-01,
Crowe_Ollie,Ollie,Crowe,07/02/2024,,2024,2024-02-07,
Crowe_Ollie,Ollie,Crowe,13/02/2024,,2024,2024-02-13,
Crowe_Ollie,Ollie,Crowe,14/02/2024,,2024,2024-02-14,
Crowe_Ollie,Ollie,Crowe,15/02/2024,,2024,2024-02-15,
Crowe_Ollie,Ollie,Crowe,20/02/2024,,2024,2024-02-20,
Crowe_Ollie,Ollie,Crowe,21/02/2024,,2024,2024-02-21,
Crowe_Ollie,Ollie,Crowe,22/02/2024,,2024,2024-02-22,
Crowe_Ollie,Ollie,Crowe,27/02/2024,,2024,2024-02-27,
Crowe_Ollie,Ollie,Crowe,28/02/2024,,2024,2024-02-28,
Cummins_John,John,Cummins,23/01/2024,10/01/2024,2024,2024-01-23,2024-01-10
Cummins_John,John,Cummins,24/01/2024,12/01/2024,2024,2024-01-24,2024-01-12
Cummins_John,John,Cummins,30/01/2024,16/01/2024,2024,2024-01-30,2024-01-16
Cummins_John,John,Cummins,31/01/2024,17/01/2024,2024,2024-01-31,2024-01-17
Cummins_John,John,Cummins,01/02/2024,25/01/2024,2024,2024-02-01,2024-01-25
Cummins_John,John,Cummins,07/02/2024,06/02/2024,2024,2024-02-07,2024-02-06
Cummins_John,John,Cummins,08/02/2024,29/02/2024,2024,2024-02-08,2024-02-29
Cummins_John,John,Cummins,13/02/2024,,2024,2024-02-13,
Cummins_John,John,Cummins,14/02/2024,,2024,2024-02-14,
Cummins_John,John,Cummins,15/02/2024,,2024,2024-02-15,
Cummins_John,John,Cummins,20/02/2024,,2024,2024-02-20,
Cummins_John,John,Cummins,21/02/2024,,2024,2024-02-21,
Cummins_John,John,Cummins,27/02/2024,,2024,2024-02-27,
Cummins_John,John,Cummins,28/02/2024,,2024,2024-02-28,
Currie_Emer,Emer,Currie,22/01/2024,15/01/2024,2024,2024-01-22,2024-01-15
Currie_Emer,Emer,Currie,23/01/2024,16/01/2024,2024,2024-01-23,2024-01-16
Currie_Emer,Emer,Currie,30/01/2024,17/01/2024,2024,2024-01-30,2024-01-17
Currie_Emer,Emer,Currie,31/01/2024,18/01/2024,2024,2024-01-31,2024-01-18
Currie_Emer,Emer,Currie,01/02/2024,19/01/2024,2024,2024-02-01,2024-01-19
Currie_Emer,Emer,Currie,07/02/2024,25/01/2024,2024,2024-02-07,2024-01-25
Currie_Emer,Emer,Currie,08/02/2024,06/02/2024,2024,2024-02-08,2024-02-06
Currie_Emer,Emer,Currie,21/02/2024,,2024,2024-02-21,
Currie_Emer,Emer,Currie,27/02/2024,,2024,2024-02-27,
Daly_Mark,Mark,Daly,31/01/2024,03/01/2024,2024,2024-01-31,2024-01-03
Daly_Mark,Mark,Daly,01/02/2024,04/01/2024,2024,2024-02-01,2024-01-04
Daly_Mark,Mark,Daly,07/02/2024,25/01/2024,2024,2024-02-07,2024-01-25
Daly_Mark,Mark,Daly,08/02/2024,06/02/2024,2024,2024-02-08,2024-02-06
